OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025ADK,2025-04-05T14:21:51.600096,13.87076535,.0135538,98.2382,130.2160,104.5761,59.8894,0,U,30396,999,92097,.21803E-3,.24E-5,0
FENGYUN 1C DEB,1999-025ADL,2025-04-06T18:39:20.799648,13.97497707,.0152361,98.3840,266.0856,73.4955,50.9485,0,U,30397,999,92272,.25805E-2,.397E-4,0
FENGYUN 1C DEB,1999-025ADM,2025-04-06T15:19:49.433376,13.78398372,.0172583,99.7355,346.8817,227.3295,162.0693,0,U,30398,999,91311,.6919E-3,.733E-5,0
FENGYUN 1C DEB,1999-025ADP,2025-04-06T17:59:40.434720,14.06838002,.0232823,99.1511,20.5002,313.7326,72.3740,0,U,30400,999,91996,.55205E-2,.11726E-3,0
FENGYUN 1C DEB,1999-025ADQ,2025-04-06T14:29:20.053248,14.27736337,.0108334,98.9847,326.9308,131.9441,229.1035,0,U,30401,999,94734,.29673E-3,.734E-5,0
FENGYUN 1C DEB,1999-025ADS,2025-04-06T20:06:35.940672,14.18994334,.0076746,99.0651,169.1675,16.5993,343.7668,0,U,30403,999,93259,.3702E-2,.7916E-4,0
FENGYUN 1C DEB,1999-025ADT,2025-04-06T12:50:32.633952,13.33895981,.0376908,99.8273,197.7064,20.1734,341.3845,0,U,30404,999,54700,.11081E-2,.778E-5,0
FENGYUN 1C DEB,1999-025ADU,2025-04-06T22:23:33.551808,14.26559611,.0054232,98.7913,189.3288,160.5170,260.7109,0,U,30405,999,93831,.34695E-2,.8465E-4,0
FENGYUN 1C DEB,1999-025ADV,2025-04-06T17:15:46.604160,13.58368210,.0280161,98.6284,17.1537,292.7130,97.8124,0,U,30406,999,89771,.28546E-2,.2642E-4,0
FENGYUN 1C DEB,1999-025ADY,2025-04-06T22:44:57.087744,14.03037687,.0168151,98.4614,101.4502,351.1984,76.6057,0,U,30409,999,92926,.20213E-2,.3519E-4,0
FENGYUN 1C DEB,1999-025AEA,2025-04-06T18:21:40.015872,14.05681369,.0127857,98.5806,20.1397,93.5468,268.0333,0,U,30411,999,92469,.37926E-2,.6619E-4,0
FENGYUN 1C DEB,1999-025AEC,2025-04-06T22:49:42.269952,14.29014991,.0051121,102.0618,234.0900,143.9877,341.1647,0,U,30413,999,93567,.58831E-2,.15064E-3,0
FENGYUN 1C DEB,1999-025AED,2025-04-06T21:12:54.245952,14.30584462,.0063019,99.0686,242.5520,193.8415,166.1040,0,U,30414,999,93510,.56149E-2,.14957E-3,0
FENGYUN 1C DEB,1999-025AEE,2025-04-06T21:00:24.311232,13.68215727,.0239142,99.6534,156.8599,191.6108,221.3084,0,U,30415,999,90460,.27873E-2,.2856E-4,0
FENGYUN 1C DEB,1999-025AEF,2025-04-06T23:05:28.048416,14.02402314,.0055829,98.8570,128.5153,165.4434,194.8356,0,U,30416,999,93123,.33095E-3,.473E-5,0
FENGYUN 1C DEB,1999-025AEG,2025-04-06T23:35:06.556992,14.14314892,.0065216,98.6788,93.7778,113.5318,264.2588,0,U,30417,999,93858,.59297E-3,.1114E-4,0
FENGYUN 1C DEB,1999-025AEH,2025-04-06T22:42:34.106976,14.79327316,.012116,98.8123,231.2764,187.6330,300.6815,0,U,30418,999,96893,.23984E-2,.20204E-3,0
FENGYUN 1C DEB,1999-025AEJ,2025-04-06T18:48:11.503872,14.17248750,.0053863,99.2215,33.9726,11.9495,17.1795,0,U,30419,999,93807,.15008E-2,.3027E-4,0
FENGYUN 1C DEB,1999-025AEK,2025-04-06T11:55:28.704864,15.33427793,.0062342,98.9372,126.5790,134.0826,226.5567,0,U,30420,999,97750,.22431E-2,.77699E-3,0
FENGYUN 1C DEB,1999-025AET,2025-04-06T15:28:46.536384,14.39558116,.0084694,98.8587,347.3227,0.6706,359.4580,0,U,30432,999,95135,.12757E-2,.4106E-4,0
FENGYUN 1C DEB,1999-025AEV,2025-04-06T22:09:16.499232,13.90382434,.0121432,98.9823,91.8689,190.5631,199.9789,0,U,30434,999,92235,.58982E-3,.734E-5,0
FENGYUN 1C DEB,1999-025AEW,2025-04-06T23:04:23.041056,13.77841906,.0216679,99.0067,95.4178,60.2197,329.2975,0,U,30435,999,90718,.69048E-2,.8194E-4,0
FENGYUN 1C DEB,1999-025AEX,2025-04-06T07:30:47.160576,14.19225244,.0102755,98.4377,1.7472,141.0158,339.7352,0,U,30436,999,92881,.48934E-2,.10784E-3,0
FENGYUN 1C DEB,1999-025AEY,2025-04-06T22:54:41.840352,14.76638864,.0044121,98.9298,88.1754,167.8360,219.0984,0,U,30437,999,95488,.4286E-2,.30501E-3,0
FENGYUN 1C DEB,1999-025AEZ,2025-04-06T23:14:00.897216,13.91097236,.0138036,98.7661,127.8279,152.0351,208.8315,0,U,30438,999,91832,.18812E-2,.2515E-4,0
FENGYUN 1C DEB,1999-025AFA,2025-04-06T23:08:23.386848,14.08461956,.0038519,98.7614,115.8798,323.1234,98.7034,0,U,30439,999,93275,.40896E-3,.663E-5,0
FENGYUN 1C DEB,1999-025AFC,2025-04-06T19:54:43.895808,13.77332867,.0185452,99.1311,195.6716,199.9717,159.4109,0,U,30441,999,91429,.12142E-2,.1326E-4,0
FENGYUN 1C DEB,1999-025AFD,2025-04-06T19:09:05.852160,14.25676666,.0055554,98.8638,186.9859,291.9787,67.5495,0,U,30442,999,93597,.34375E-2,.8247E-4,0
FENGYUN 1C DEB,1999-025AFE,2025-04-06T18:54:50.899104,14.33111358,.0029263,98.8361,38.0461,355.9390,4.1552,0,U,30443,999,93849,.43892E-2,.12071E-3,0
FENGYUN 1C DEB,1999-025AFF,2025-04-06T22:38:39.963840,14.85902646,.008357,99.2474,88.4026,262.9026,151.3951,0,U,30444,999,93959,.78488E-2,.73526E-3,0
FENGYUN 1C DEB,1999-025AFG,2025-04-06T18:53:48.812928,14.47272741,.0109113,98.8091,37.3420,49.5033,311.5605,0,U,30445,999,95567,.14815E-2,.5791E-4,0
FENGYUN 1C DEB,1999-025AFH,2025-04-06T17:02:11.803776,14.41399763,.0038762,98.6206,176.4347,127.3576,233.1153,0,U,30446,999,94571,.32691E-2,.1066E-3,0
FENGYUN 1C DEB,1999-025AFJ,2025-04-06T13:08:59.171712,14.51296757,.0065379,98.9962,300.1172,68.1177,317.9719,0,U,30447,999,94461,.3573E-2,.14597E-3,0
FENGYUN 1C DEB,1999-025AFK,2025-04-06T19:11:50.107200,14.32118960,.0017616,98.8315,183.3090,31.2914,86.4195,0,U,30448,999,93757,.32712E-2,.8778E-4,0
FENGYUN 1C DEB,1999-025AFM,2025-04-06T12:40:22.904832,14.59400109,.0194548,98.0938,116.3026,272.3767,242.9416,0,U,30450,999,95890,.10318E-2,.6316E-4,0
FENGYUN 1C DEB,1999-025AFP,2025-04-06T20:37:21.861120,14.54590348,.005672,99.3074,205.3261,282.0038,207.3757,0,U,30452,999,94463,.54774E-2,.23914E-3,0
FENGYUN 1C DEB,1999-025AFQ,2025-04-06T21:43:56.014752,14.22839567,.0118336,98.8251,167.8284,227.7052,188.5595,0,U,30453,999,93679,.26298E-2,.6304E-4,0
FENGYUN 1C DEB,1999-025AFR,2025-04-06T22:00:05.211936,14.11956964,.0178184,98.1218,89.7838,197.8688,192.2751,0,U,30454,999,92431,.36861E-2,.78E-4,0
FENGYUN 1C DEB,1999-025AFZ,2025-04-06T22:59:49.802784,14.06035138,.0139117,98.8004,91.9127,231.5599,183.6487,0,U,30462,999,93283,.22705E-3,.363E-5,0
FENGYUN 1C DEB,1999-025AGB,2025-04-06T21:49:29.471232,14.10143563,.0108445,98.8690,151.0272,243.6711,291.9349,0,U,30464,999,93542,.16789E-3,.269E-5,0
FENGYUN 1C DEB,1999-025AGC,2025-04-06T19:12:15.024960,14.31018454,.0018114,98.8322,180.4363,47.9287,74.4903,0,U,30465,999,93780,.30817E-2,.8088E-4,0
FENGYUN 1C DEB,1999-025AGD,2025-04-06T20:42:55.613088,14.21017224,.0118741,98.6736,141.2820,27.9644,148.0792,0,U,30466,999,93800,.22723E-2,.5251E-4,0
FENGYUN 1C DEB,1999-025AGE,2025-04-06T15:39:15.830784,14.16231618,.0067198,98.7011,129.9082,124.3517,4.7458,0,U,30467,999,93636,.16703E-2,.3341E-4,0
FENGYUN 1C DEB,1999-025AGF,2025-04-06T18:12:02.397312,14.18838597,.0074067,98.9276,176.2032,35.9515,81.4395,0,U,30468,999,93263,.26757E-2,.568E-4,0
FENGYUN 1C DEB,1999-025AGG,2025-04-06T21:48:46.474272,13.95704601,.0161022,98.5039,326.8610,145.9921,341.3492,0,U,30469,999,92220,.15252E-2,.2279E-4,0
FENGYUN 1C DEB,1999-025AGJ,2025-04-06T22:05:07.979136,14.11916665,.0084161,99.0555,181.7269,236.8829,183.6905,0,U,30471,999,92915,.26413E-2,.4948E-4,0
FENGYUN 1C DEB,1999-025AGK,2025-04-06T19:38:26.851776,14.48213499,.0044257,98.6470,191.0138,118.9363,3.8716,0,U,30472,999,94417,.4215E-2,.15906E-3,0
FENGYUN 1C DEB,1999-025AGM,2025-04-06T20:13:58.116864,14.34381178,.0024453,98.9338,166.7562,22.7166,40.6404,0,U,30474,999,93807,.36746E-2,.10339E-3,0
FENGYUN 1C DEB,1999-025AGN,2025-04-06T20:57:55.516608,14.14774322,.0041496,98.8006,141.8635,282.3818,253.3004,0,U,30475,999,93417,.15943E-2,.3055E-4,0
FENGYUN 1C DEB,1999-025AGP,2025-04-06T23:28:50.788704,14.19307357,.0044444,99.1397,126.2022,290.0739,139.2893,0,U,30476,999,93300,.22585E-2,.4743E-4,0
FENGYUN 1C DEB,1999-025AGQ,2025-04-06T18:16:56.345664,13.23067627,.0441014,99.4197,203.1382,157.4807,356.3685,0,U,30477,999,87412,.41669E-2,.2904E-4,0
FENGYUN 1C DEB,1999-025AGS,2025-04-06T20:13:02.765568,14.33076735,.016719,98.2406,123.7237,171.7303,2.1844,0,U,30480,999,95088,.45144E-3,.1401E-4,0
FENGYUN 1C DEB,1999-025AGT,2025-04-06T00:11:06.417888,14.37867294,.022606,98.3529,120.0383,293.0379,125.7393,0,U,30481,999,94879,.94977E-3,.3801E-4,0
FENGYUN 1C DEB,1999-025AGX,2025-04-06T18:19:02.126784,15.02402095,.0049281,98.9371,45.4879,136.2428,289.0023,0,U,30485,999,95061,.88752E-2,.122535E-2,0
FENGYUN 1C DEB,1999-025AGY,2025-04-06T15:59:28.240512,15.29332753,.0071999,98.8287,75.7686,359.5581,0.5579,0,U,30486,999,97884,.26805E-2,.83179E-3,0
FENGYUN 1C DEB,1999-025AHB,2025-04-06T21:36:00.080352,14.15486442,.013917,98.4851,123.8590,264.6702,217.7163,0,U,30489,999,93852,.44008E-3,.902E-5,0
FENGYUN 1C DEB,1999-025AHC,2025-04-06T20:52:35.826240,14.94286125,.0104608,98.3228,207.7883,232.6428,253.7877,0,U,30490,999,95731,.57756E-2,.69642E-3,0
FENGYUN 1C DEB,1999-025AHE,2025-04-06T09:16:23.578464,14.42766603,.0115674,102.3308,0.6226,2.7860,357.3936,0,U,30492,999,93273,.12202E-1,.443E-3,0
FENGYUN 1C DEB,1999-025AHF,2025-04-06T12:41:11.088384,13.91359735,.0178819,98.5951,305.1513,187.0366,203.0968,0,U,30493,999,91614,.27967E-2,.3983E-4,0
FENGYUN 1C DEB,1999-025AHG,2025-04-03T08:21:10.039104,13.78462746,.01891,99.2997,133.5964,171.9000,188.5279,0,U,30494,999,90994,.24702E-2,.2813E-4,0
FENGYUN 1C DEB,1999-025AHH,2025-04-06T14:34:09.063840,12.93496821,.0601203,102.2673,155.3649,58.8989,306.9679,0,U,30495,999,85438,.27478E-2,.1662E-4,0
FENGYUN 1C DEB,1999-025AHJ,2025-04-06T14:27:33.532416,14.90058215,.0138842,98.8109,333.5781,184.1160,175.8925,0,U,30496,999,97420,.98081E-3,.11308E-3,0
FENGYUN 1C DEB,1999-025AHL,2025-04-06T15:08:17.208672,14.04470552,.0107102,99.2408,143.0409,128.0650,23.2889,0,U,30498,999,92256,.25683E-2,.4267E-4,0
FENGYUN 1C DEB,1999-025AHN,2025-04-06T11:29:59.226144,14.22022628,.0069135,99.0723,180.2010,113.5442,21.5014,0,U,30500,999,93121,.47689E-2,.10771E-3,0
FENGYUN 1C DEB,1999-025AHP,2025-04-06T22:36:06.723936,14.23134021,.0041668,99.0719,79.6416,198.5031,179.3021,0,U,30501,999,93364,.30122E-2,.6821E-4,0
FENGYUN 1C DEB,1999-025AHR,2025-04-06T19:04:57.821088,14.15802384,.0008034,99.2248,291.7753,247.5240,123.3397,0,U,30503,999,93809,.55237E-3,.1038E-4,0
FENGYUN 1C DEB,1999-025AHS,2025-04-06T21:32:17.753280,14.19957864,.0112562,99.0499,137.6298,209.6391,324.8249,0,U,30504,999,93847,.88893E-3,.1967E-4,0
FENGYUN 1C DEB,1999-025AHT,2025-04-06T18:18:42.238368,14.20059364,.0064788,98.9314,173.7242,237.0269,252.0907,0,U,30505,999,93373,.28758E-2,.6212E-4,0
FENGYUN 1C DEB,1999-025AHU,2025-04-06T17:27:17.983872,14.08344828,.0070083,98.7603,108.9857,333.9337,76.8148,0,U,30506,999,93302,.55724E-3,.932E-5,0
FENGYUN 1C DEB,1999-025AHV,2025-04-06T22:26:47.217408,14.11802071,.0131827,99.0292,159.6281,160.2240,13.8580,0,U,30507,999,92971,.24992E-2,.4905E-4,0
FENGYUN 1C DEB,1999-025AHX,2025-04-06T15:26:32.626752,14.05957549,.0106182,98.4797,344.2047,54.3755,335.3104,0,U,30509,999,92206,.31528E-2,.5397E-4,0
FENGYUN 1C DEB,1999-025AHY,2025-04-06T22:36:10.476288,14.11337085,.0080847,99.2487,101.1761,143.8489,275.3756,0,U,30510,999,93049,.26915E-2,.4974E-4,0
FENGYUN 1C DEB,1999-025AJC,2025-04-06T13:33:14.910624,14.33221431,.0177704,98.4354,126.4300,117.6069,244.3286,0,U,30514,999,94640,.12452E-2,.4038E-4,0
FENGYUN 1C DEB,1999-025AJD,2025-04-06T10:51:42.369408,13.62708376,.0501641,98.5346,2.5616,17.1837,36.6552,0,U,30515,999,89920,.36312E-2,.661E-4,0
FENGYUN 1C DEB,1999-025AJE,2025-04-06T12:10:51.670272,14.37454872,.000757,98.8513,192.3691,313.2214,175.1169,0,U,30516,999,94115,.41821E-2,.1249E-3,0
FENGYUN 1C DEB,1999-025AJH,2025-04-06T19:00:50.018112,15.34128028,.005977,98.8132,45.4481,10.9085,349.3433,0,U,30519,999,97913,.32197E-2,.114042E-2,0
FENGYUN 1C DEB,1999-025AJJ,2025-04-06T15:24:52.008768,15.02530039,.0089122,98.6960,236.2830,209.1483,274.4375,0,U,30520,999,97274,.22133E-2,.32106E-3,0
FENGYUN 1C DEB,1999-025AJK,2025-04-06T18:16:11.804736,14.56218221,.013952,98.9585,212.6314,282.9170,75.6474,0,U,30521,999,95941,.11058E-2,.552E-4,0
FENGYUN 1C DEB,1999-025AJM,2025-04-06T22:43:22.611072,14.27404678,.0245646,98.4409,83.1382,123.4836,295.1409,0,U,30523,999,94536,.37516E-3,.1222E-4,0
FENGYUN 1C DEB,1999-025AJN,2025-04-06T22:34:29.958528,13.88498364,.0214209,99.2995,268.6454,202.9891,156.1568,0,U,30524,999,90414,.99338E-2,.14307E-3,0
FENGYUN 1C DEB,1999-025AJP,2025-04-06T17:31:57.887904,13.57944654,.029321,98.6154,12.1354,241.7234,115.4033,0,U,30525,999,89723,.23622E-2,.2218E-4,0
FENGYUN 1C DEB,1999-025AJQ,2025-04-06T16:47:00.288096,13.49382599,.0313968,99.5478,189.0371,168.9389,191.8862,0,U,30526,999,89285,.23379E-2,.1956E-4,0
FENGYUN 1C DEB,1999-025AJR,2025-04-06T20:42:48.108384,13.30405081,.0414807,100.0768,145.1327,100.9368,318.4208,0,U,30527,999,88033,.27842E-2,.2066E-4,0
FENGYUN 1C DEB,1999-025AJS,2025-04-06T15:29:51.511776,14.13038825,.0143696,98.2733,345.3964,227.7918,187.6629,0,U,30528,999,93605,.5951E-3,.1185E-4,0
FENGYUN 1C DEB,1999-025AJT,2025-04-06T08:31:59.361024,13.70682309,.0232871,98.4745,47.1970,171.2063,189.3276,0,U,30529,999,90577,.23113E-2,.2452E-4,0
FENGYUN 1C DEB,1999-025AJU,2025-04-05T22:25:33.079296,14.36286796,.0100689,98.4251,140.0574,165.3174,318.4533,0,U,30530,999,95216,.50852E-3,.1531E-4,0
FENGYUN 1C DEB,1999-025AJV,2025-04-06T20:38:20.945760,14.51430511,.003568,102.3083,165.6768,152.0372,208.2735,0,U,30531,999,94062,.70484E-2,.28419E-3,0
FENGYUN 1C DEB,1999-025AJW,2025-04-06T21:17:02.837760,14.77069881,.0057278,96.9707,170.5754,23.5217,336.8596,0,U,30532,999,93960,.96277E-2,.70442E-3,0
FENGYUN 1C DEB,1999-025AJX,2025-04-06T20:34:46.374816,14.46524350,.0095176,98.8220,213.7991,181.4192,301.3751,0,U,30533,999,94200,.69421E-2,.26496E-3,0
FENGYUN 1C DEB,1999-025AKD,2025-04-06T20:19:00.874560,14.53647222,.0118799,98.8532,62.4006,314.2034,44.9448,0,U,30539,999,95733,.14889E-2,.6788E-4,0
FENGYUN 1C DEB,1999-025AKE,2025-04-06T20:43:03.783936,14.29192527,.0055346,98.8704,200.0912,72.1891,55.3049,0,U,30540,999,93713,.35943E-2,.9245E-4,0
FENGYUN 1C DEB,1999-025AKF,2025-04-06T13:58:28.839936,14.21703458,.0019736,98.7116,146.2705,91.9241,268.4197,0,U,30541,999,93771,.18915E-2,.4122E-4,0
FENGYUN 1C DEB,1999-025AKG,2025-04-06T08:30:46.202688,14.06826467,.0027158,98.8131,131.7847,318.0770,53.6998,0,U,30542,999,93398,.20869E-3,.305E-5,0
FENGYUN 1C DEB,1999-025AKH,2025-04-06T23:29:49.161408,14.03528680,.0072291,98.8416,113.5144,11.6585,47.0734,0,U,30543,999,93001,.60617E-3,.929E-5,0
FENGYUN 1C DEB,1999-025AKK,2025-04-03T09:57:58.131360,13.20600113,.0471434,99.0373,339.9703,263.9829,90.7395,0,U,30545,999,87586,.59769E-3,.395E-5,0
FENGYUN 1C DEB,1999-025AKL,2025-04-06T23:29:36.121920,14.82282811,.0101145,98.9295,283.4089,236.1501,280.0729,0,U,30546,999,96759,.19494E-2,.1699E-3,0
FENGYUN 1C DEB,1999-025AKM,2025-04-06T11:38:08.236320,14.37258351,.0095666,98.9216,290.3510,234.9369,154.8496,0,U,30547,999,95127,.62522E-3,.1914E-4,0
FENGYUN 1C DEB,1999-025AKP,2025-04-06T15:22:02.116992,13.96580074,.0294626,98.4557,236.0340,237.1807,120.0671,0,U,30549,999,91800,.37629E-2,.7479E-4,0
FENGYUN 1C DEB,1999-025AKQ,2025-04-06T16:16:53.344416,14.00366818,.012987,99.0730,353.8574,269.1980,117.8603,0,U,30550,999,91893,.40042E-2,.6338E-4,0
FENGYUN 1C DEB,1999-025AKS,2025-04-06T07:01:23.734848,14.47282924,.0014555,98.8234,215.7050,276.9476,83.0059,0,U,30552,999,94021,.73882E-2,.27126E-3,0
FENGYUN 1C DEB,1999-025AKT,2025-04-06T15:40:26.533632,14.63428763,.0026014,99.1354,163.1537,190.3765,169.6900,0,U,30553,999,94806,.41936E-2,.21816E-3,0
FENGYUN 1C DEB,1999-025AKV,2025-04-06T22:24:54.309888,14.19263721,.004238,98.7737,152.7737,269.2738,265.8366,0,U,30555,999,93390,.22558E-2,.4732E-4,0
FENGYUN 1C DEB,1999-025AKW,2025-04-06T22:50:37.629888,14.00967655,.0068152,98.7618,99.8657,213.1009,176.6397,0,U,30556,999,92759,.71018E-3,.1042E-4,0
FENGYUN 1C DEB,1999-025AKX,2025-04-06T15:33:47.703456,14.09369450,.0069632,98.9315,163.7060,215.1538,144.5028,0,U,30557,999,92776,.2611E-2,.4614E-4,0
FENGYUN 1C DEB,1999-025AKY,2025-04-02T04:15:28.377792,13.27343816,.0430817,99.4589,254.0568,168.7185,192.3980,0,U,30558,999,87379,.73075E-2,.5398E-4,0
FENGYUN 1C DEB,1999-025ALA,2025-04-06T23:25:32.372832,14.16645054,.0115457,98.6531,97.3026,208.6539,178.2829,0,U,30560,999,93832,.47888E-3,.977E-5,0
FENGYUN 1C DEB,1999-025ALB,2025-04-06T22:38:53.934720,14.10908500,.0061337,98.7245,106.1611,102.9932,325.4323,0,U,30561,999,93455,.62966E-3,.1107E-4,0
FENGYUN 1C DEB,1999-025ALC,2025-04-06T20:35:18.057696,14.21187248,.0059425,98.7749,165.9552,265.6801,159.7977,0,U,30562,999,93448,.26587E-2,.5847E-4,0
FENGYUN 1C DEB,1999-025ALE,2025-04-06T20:05:08.453760,14.04910789,.0206023,98.8068,115.7053,100.2892,72.1826,0,U,30564,999,92785,.14274E-2,.2734E-4,0
FENGYUN 1C DEB,1999-025ALF,2025-04-06T15:18:48.213792,14.08066411,.0146525,98.4691,341.9701,349.4016,38.9186,0,U,30565,999,92405,.37714E-2,.7049E-4,0
FENGYUN 1C DEB,1999-025ALG,2025-04-06T19:18:42.654240,14.10348287,.0070287,99.2313,138.6549,159.9928,253.2651,0,U,30566,999,92858,.24438E-2,.4395E-4,0
FENGYUN 1C DEB,1999-025ALH,2025-04-06T23:26:55.762656,14.08554728,.0109522,98.7619,94.4609,174.3554,244.6099,0,U,30567,999,93257,.43658E-3,.75E-5,0
FENGYUN 1C DEB,1999-025ALJ,2025-04-06T22:06:49.461984,14.48325256,.0020988,98.9353,251.3384,213.3557,271.0867,0,U,30568,999,94035,.59805E-2,.22447E-3,0
FENGYUN 1C DEB,1999-025ALK,2025-04-06T21:20:33.855072,14.62043363,.0012781,98.7292,219.5609,153.5718,206.6136,0,U,30569,999,94543,.70595E-2,.356E-3,0
FENGYUN 1C DEB,1999-025ALL,2025-04-06T16:42:51.799104,14.13765400,.0035564,98.7389,135.0380,203.9759,283.4388,0,U,30570,999,93464,.81385E-3,.1506E-4,0
FENGYUN 1C DEB,1999-025ALM,2025-04-06T15:54:52.608096,14.10416576,.0020881,98.7551,129.6471,221.2374,259.4824,0,U,30571,999,93361,.47332E-3,.8E-5,0
FENGYUN 1C DEB,1999-025ALN,2025-04-06T21:00:18.332352,14.08657488,.0021481,98.7976,132.8209,275.4012,259.5918,0,U,30572,999,93243,.44822E-3,.73E-5,0
FENGYUN 1C DEB,1999-025ALP,2025-04-06T16:34:02.332128,14.12088763,.0089257,99.2413,126.6167,254.0550,230.0704,0,U,30573,999,92666,.24306E-2,.4582E-4,0
FENGYUN 1C DEB,1999-025ALQ,2025-04-06T10:13:00.129216,13.75850591,.0222062,99.2835,265.5629,287.0477,70.6455,0,U,30574,999,90324,.424E-2,.4874E-4,0
FENGYUN 1C DEB,1999-025ALR,2025-04-06T21:52:26.975712,14.38384077,.0054953,99.1774,170.5122,248.0580,166.4454,0,U,30575,999,94624,.17169E-2,.528E-4,0
FENGYUN 1C DEB,1999-025ALT,2025-04-06T14:16:39.721152,14.10644535,.0028311,98.7940,136.0849,269.7602,242.2001,0,U,30577,999,93257,.79059E-3,.1373E-4,0
FENGYUN 1C DEB,1999-025ALU,2025-04-06T10:14:00.712032,14.82657267,.0017759,99.0130,278.3181,354.1498,67.2921,0,U,30578,999,93901,.14749E-1,.121223E-2,0
FENGYUN 1C DEB,1999-025ALV,2025-04-06T14:06:05.774112,14.04941863,.0054386,98.8297,128.1599,84.8446,44.2670,0,U,30579,999,92944,.5425E-3,.842E-5,0
FENGYUN 1C DEB,1999-025ALZ,2025-04-06T12:43:44.387904,14.17108721,.0193689,99.1838,304.7744,304.5001,53.8013,0,U,30594,999,94035,.28411E-3,.637E-5,0
FENGYUN 1C DEB,1999-025AMB,2025-04-06T22:37:49.725696,14.33624933,.0249696,98.4074,101.2154,312.7347,76.3347,0,U,30596,999,94981,.87347E-3,.338E-4,0
FENGYUN 1C DEB,1999-025AMC,2025-04-06T16:05:36.098016,14.71534176,.0067579,98.9510,5.1551,236.8930,122.5776,0,U,30597,999,94839,.54146E-2,.34953E-3,0
FENGYUN 1C DEB,1999-025AME,2025-04-06T17:27:01.904832,14.18512746,.0305953,98.6141,115.0316,347.4807,11.8888,0,U,30599,999,93621,.155E-2,.5059E-4,0
FENGYUN 1C DEB,1999-025AMF,2025-04-02T03:48:55.098720,14.01564454,.0345743,98.3700,56.0538,249.5350,106.8386,0,U,30600,999,90860,.36313E-2,.9246E-4,0
FENGYUN 1C DEB,1999-025AMH,2025-04-06T15:46:11.450208,14.67643231,.0015189,99.0444,341.0038,214.4058,200.7979,0,U,30602,999,94115,.62658E-2,.35811E-3,0
FENGYUN 1C DEB,1999-025AMJ,2025-04-01T15:31:33.420576,13.83194742,.018666,98.4285,140.9115,182.8759,306.5549,0,U,30603,999,91348,.20157E-2,.249E-4,0
FENGYUN 1C DEB,1999-025AMK,2025-04-06T20:42:13.788576,14.23109294,.0211063,98.4306,142.2958,17.4632,158.0600,0,U,30604,999,94284,.68379E-3,.1896E-4,0
FENGYUN 1C DEB,1999-025AMM,2025-04-06T19:26:11.782176,14.55264457,.0219979,98.1060,113.8764,194.5385,339.9403,0,U,30606,999,95604,.55771E-3,.3293E-4,0
FENGYUN 1C DEB,1999-025AMP,2025-04-06T21:48:33.490944,14.27041858,.001479,98.7326,159.9879,180.7103,355.0240,0,U,30608,999,93874,.19334E-2,.4671E-4,0
FENGYUN 1C DEB,1999-025AMQ,2025-04-06T18:13:46.444512,14.08986505,.0123193,98.5668,25.1782,45.0693,316.0393,0,U,30609,999,92205,.43809E-2,.8102E-4,0
FENGYUN 1C DEB,1999-025AMT,2025-04-06T18:55:08.007168,14.99316565,.0061041,99.0716,39.5111,80.9382,310.3491,0,U,30612,999,96485,.42601E-2,.54411E-3,0
FENGYUN 1C DEB,1999-025AMU,2025-04-06T12:09:54.967680,14.90354725,.0112916,98.3038,198.9478,270.8679,87.9601,0,U,30613,999,95642,.37071E-2,.40842E-3,0
FENGYUN 1C DEB,1999-025AMX,2025-04-02T11:48:00.281952,13.35317135,.0388382,98.6442,188.9007,174.3837,186.1842,0,U,30616,999,88306,.3235E-2,.2483E-4,0
FENGYUN 1C DEB,1999-025ANA,2025-04-06T00:15:30.765600,14.40272459,.021872,98.3179,125.9009,94.7560,267.8642,0,U,30619,999,95339,.81344E-3,.3372E-4,0
FENGYUN 1C DEB,1999-025ANC,2025-04-06T19:05:20.728320,14.01820803,.0139798,98.6874,51.5126,286.3128,101.0852,0,U,30621,999,92086,.38373E-2,.6315E-4,0
FENGYUN 1C DEB,1999-025AND,2025-04-06T19:37:40.630368,14.26296489,.0080121,101.0015,43.7550,333.1899,56.7357,0,U,30622,999,65229,.73665E-2,.18277E-3,0
FENGYUN 1C DEB,1999-025ANE,2025-04-05T20:02:35.274336,13.29077144,.0405403,98.8417,310.1411,7.2514,3.0451,0,U,30623,999,87883,.94355E-3,.647E-5,0
FENGYUN 1C DEB,1999-025ANF,2025-04-04T02:57:52.401024,14.52197668,.0020774,98.8851,159.4709,320.2099,39.7570,0,U,30624,999,93818,.61599E-2,.251E-3,0
FENGYUN 1C DEB,1999-025ANG,2025-04-06T19:06:17.211456,14.34840636,.0055532,98.9272,43.1882,319.4072,40.2978,0,U,30625,999,93101,.66205E-2,.19131E-3,0
FENGYUN 1C DEB,1999-025ANK,2025-04-06T22:23:29.067648,14.61399346,.0026303,99.3540,339.1291,283.9089,75.9182,0,U,30628,999,94814,.36375E-2,.18074E-3,0
